PriceSeries,PriceType,Date,Price,PriceLow,PriceHigh,Volumne,OpenInterest,TradesCount
cal-25,Jahr,12/05/2022,173.98,172.00,177.00,210240,5055,12
cal-24,Jahr,12/05/2022,191.0,189.00,192.75,597312,17608,45
Q2-24,Quartal,12/05/2022,165.48,-,-,-,335,-
M8-22,Monat,12/05/2022,231.22,233.00,234.00,4464,511,3
M6-22,Monat,12/05/2022,218.66,207.00,232.00,470880,226338,402
cal-23,Jahr,12/05/2022,227.8,223.00,235.00,1533000,72405,145
Q3-24,Quartal,12/05/2022,159.0,-,-,-,447,-
M10-22,Monat,13/04/2022,258.7,-,-,-,295,-
M1-23,Monat,13/04/2022,269.56,-,-,-,-,-
M6-22,Monat,13/04/2022,233.44,231.5,235.2,40320,211935,22
Q4-24,Quartal,13/04/2022,158.59,-,-,-,35,-
cal-25,Jahr,13/04/2022,130.27,127.75,131.5,113880,4450,11
M8-22,Monat,13/04/2022,240.92,-,-,-,152,-
cal-23,Jahr,13/04/2022,201.7,199,204,805920,67493,80
Q2-23,Quartal,13/04/2022,181.59,179,181.5,19656,5088,5
M9-22,Monat,13/04/2022,273.04,279,280,2880,386,2
cal-24,Jahr,13/04/2022,152.45,148.25,153.25,351360,16070,36
M4-22,Monat,13/04/2022,177.72,-,-,-,236711,-
Q3-22,Quartal,13/04/2022,251.1,246,252.5,245088,188834,60
M12-22,Monat,13/04/2022,257.8,-,-,-,294,-
Q4-22,Quartal,13/04/2022,262.5,259,264,198810,179475,63
M5-22,Monat,13/04/2022,219.07,216,221.2,183768,217697,170
Q1-24,Quartal,13/04/2022,195.7,195,195,4366,447,1
Q4-23,Quartal,13/04/2022,200.03,195,201,50807,3879,13
M7-22,Monat,13/04/2022,240.04,239.5,240,8928,526,3
Q2-24,Quartal,13/04/2022,128.62,127,127,2184,300,1
Q3-24,Quartal,13/04/2022,127.12,126,128.5,6624,382,3
Q1-23,Quartal,13/04/2022,250.53,250,252,110109,11656,29
M11-22,Monat,13/04/2022,271.29,-,-,-,14,-
Q3-23,Quartal,13/04/2022,175.51,173,173,17664,4694,8
Q2-24,Quartal,13/05/2022,167.7,-,-,-,335,-
Q3-22,Quartal,13/05/2022,234.45,227.00,240.25,410688,197149,115
M10-22,Monat,13/05/2022,255.86,-,-,-,537,-
M6-22,Monat,13/05/2022,206.81,201.25,218.00,169920,226887,131
Q2-23,Quartal,13/05/2022,193.97,-,-,-,5625,-
Q4-22,Quartal,13/05/2022,269.25,265.00,272.00,139167,184685,43
Q4-24,Quartal,13/05/2022,199.26,-,-,-,81,-
M12-22,Monat,13/05/2022,274.0,-,-,-,294,-
cal-23,Jahr,13/05/2022,229.7,228.00,230.00,744600,72605,73
M1-23,Monat,13/05/2022,302.31,-,-,-,-,-
M8-22,Monat,13/05/2022,225.26,223.00,230.00,21576,548,19
M11-22,Monat,13/05/2022,278.19,-,-,-,69,-
M2-23,Monat,13/05/2022,296.65,-,-,-,-,-
Q3-23,Quartal,13/05/2022,195.16,192.00,195.00,24288,5221,4
cal-25,Jahr,13/05/2022,171.9,172.00,173.00,96360,5079,10
M5-22,Monat,13/05/2022,188.46,-,-,-,229803,-
Q1-24,Quartal,13/05/2022,234.18,243.00,243.85,8732,524,3
M9-22,Monat,13/05/2022,259.47,-,-,-,906,-
Q4-23,Quartal,13/05/2022,249.41,-,-,-,5256,-
Q1-23,Quartal,13/05/2022,281.0,278.50,281.00,99314,13501,26
M7-22,Monat,13/05/2022,219.42,217.00,225.00,37944,1564,48
Q3-24,Quartal,13/05/2022,156.13,157.50,157.50,11040,452,2
cal-24,Jahr,13/05/2022,189.25,188.75,190.00,351360,17806,26
M4-22,Monat,14/04/2022,175.6,-,-,-,236941,-
M11-22,Monat,14/04/2022,261.9,-,-,-,14,-
M6-22,Monat,14/04/2022,225.2,208,232,119520,212284,93
Q2-23,Quartal,14/04/2022,180.04,-,-,-,5104,-
M12-22,Monat,14/04/2022,248.82,-,-,-,294,-
M5-22,Monat,14/04/2022,210.5,195.5,215.25,226176,218667,187
Q1-23,Quartal,14/04/2022,244.25,244,249,53975,11732,18
Q3-24,Quartal,14/04/2022,127.44,-,-,-,382,-
Q4-22,Quartal,14/04/2022,253.35,238,260,691417,179868,162
cal-24,Jahr,14/04/2022,151.42,151.25,153.2,281088,16126,26
M9-22,Monat,14/04/2022,262.68,261,268,2160,406,2
Q4-24,Quartal,14/04/2022,155.89,-,-,-,35,-
M8-22,Monat,14/04/2022,227.48,-,-,-,152,-
Q3-23,Quartal,14/04/2022,172.69,171,172.5,99360,4749,24
Q4-23,Quartal,14/04/2022,201.68,198.5,200.65,46389,3911,11
Q1-24,Quartal,14/04/2022,194.15,-,-,-,447,-
Q2-24,Quartal,14/04/2022,128.44,-,-,-,300,-
M7-22,Monat,14/04/2022,230.58,220,235.25,15624,557,13
cal-23,Jahr,14/04/2022,199.47,189,201.5,586920,67594,54
M1-23,Monat,14/04/2022,262.85,-,-,-,-,-
cal-25,Jahr,14/04/2022,131.3,129,131.5,87600,4463,10
Q3-22,Quartal,14/04/2022,240.0,225,250,512256,189177,155
M10-22,Monat,14/04/2022,249.62,-,-,-,295,-
cal-23,Jahr,15/03/2022,161.38,,,,,
M1-23,Monat,16/05/2022,296.41,-,-,-,-,-
Q1-23,Quartal,16/05/2022,276.0,272.00,277.00,82042,13604,18
M10-22,Monat,16/05/2022,247.89,-,-,-,537,-
M5-22,Monat,16/05/2022,186.03,-,-,-,229803,-
Q3-22,Quartal,16/05/2022,224.67,221.06,228.50,476928,197487,116
M8-22,Monat,16/05/2022,214.5,214.50,214.50,7440,564,3
Q4-24,Quartal,16/05/2022,197.69,-,-,-,81,-
Q2-23,Quartal,16/05/2022,192.19,190.50,192.75,28392,5640,11
cal-24,Jahr,16/05/2022,187.0,184.00,187.50,342576,17837,29
Q3-24,Quartal,16/05/2022,155.96,-,-,-,452,-
Q4-23,Quartal,16/05/2022,247.14,245.00,249.00,37553,5223,6
Q1-24,Quartal,16/05/2022,234.64,-,-,-,527,-
cal-23,Jahr,16/05/2022,226.9,221.95,227.65,744600,72810,71
Q3-23,Quartal,16/05/2022,192.98,190.57,193.00,19872,5233,5
M6-22,Monat,16/05/2022,198.83,194.99,200.50,221760,227722,184
M7-22,Monat,16/05/2022,211.0,210.00,218.50,17112,1626,15
Q4-22,Quartal,16/05/2022,261.28,258.50,263.00,245199,184881,82
M2-23,Monat,16/05/2022,290.85,-,-,-,-,-
M9-22,Monat,16/05/2022,249.31,-,-,-,906,-
cal-25,Jahr,16/05/2022,168.66,167.00,169.50,122640,5095,13
Q2-24,Quartal,16/05/2022,159.96,-,-,-,335,-
M11-22,Monat,16/05/2022,270.18,-,-,-,69,-
M12-22,Monat,16/05/2022,266.08,-,-,-,294,-
Q4-22,Quartal,17/03/2022,230.75,,,,,
cal-24,Jahr,17/03/2022,112.0,,,,,
Q3-22,Quartal,17/03/2022,237.0,,,,,
Q2-22,Quartal,17/03/2022,237.11,,,,,
cal-23,Jahr,17/03/2022,158.7,,,,,
cal-25,Jahr,17/06/2022,144.15,142.50,149.00,262800,5702,29
Q1-24,Quartal,17/06/2022,245.16,245.00,245.00,4366,635,2
Q4-22,Quartal,17/06/2022,305.1,288.29,317.50,280543,188764,89
Q4-23,Quartal,17/06/2022,250.56,248.00,250.00,6627,6038,3
cal-24,Jahr,17/06/2022,171.0,169.00,176.50,202032,19541,21
Q3-22,Quartal,17/06/2022,258.0,247.50,276.00,335616,204144,123
cal-23,Jahr,17/06/2022,236.62,230.00,238.00,1296480,78409,125
Q1-23,Quartal,17/06/2022,299.81,292.00,301.50,94996,16149,34
Q2-23,Quartal,17/06/2022,198.03,198.00,199.50,61152,6356,17
Q3-23,Quartal,17/06/2022,199.06,195.00,196.50,77280,6049,23
M7-22,Monat,17/06/2022,247.91,236.50,268.00,342240,12600,272
M9-22,Monat,17/06/2022,272.23,265.10,283.00,46080,3915,35
Q4-24,Quartal,17/06/2022,170.09,-,-,-,159,-
Q3-24,Quartal,17/06/2022,134.75,-,-,-,578,-
M2-23,Monat,17/06/2022,320.9,-,-,-,2,-
M3-23,Monat,17/06/2022,259.62,-,-,-,-,-
M11-22,Monat,17/06/2022,326.01,-,-,-,100,-
Q2-24,Quartal,17/06/2022,134.43,-,-,-,492,-
M6-22,Monat,17/06/2022,202.45,-,-,-,233975,-
M12-22,Monat,17/06/2022,320.09,-,-,-,359,-
M10-22,Monat,17/06/2022,269.93,-,-,-,764,-
M8-22,Monat,17/06/2022,254.32,240.50,268.00,136896,3137,135
M1-23,Monat,17/06/2022,320.9,-,-,-,-,-
Q4-22,Quartal,18/05/2022,263.91,262.50,267.50,178929,185357,48
cal-23,Jahr,18/05/2022,229.93,225.50,236.00,1182600,73354,109
M1-23,Monat,18/05/2022,302.31,-,-,-,-,-
M10-22,Monat,18/05/2022,245.53,245.50,245.50,2980,567,3
Q3-24,Quartal,18/05/2022,156.45,-,-,-,452,-
Q2-23,Quartal,18/05/2022,197.44,195.00,200.10,45864,5697,18
M9-22,Monat,18/05/2022,248.78,248.50,254.50,26640,1127,12
Q1-23,Quartal,18/05/2022,281.05,279.00,288.00,123063,13830,35
M11-22,Monat,18/05/2022,273.84,-,-,-,69,-
cal-24,Jahr,18/05/2022,187.91,183.50,191.00,368928,18041,36
Q2-24,Quartal,18/05/2022,159.81,-,-,-,335,-
M8-22,Monat,18/05/2022,217.16,218.00,220.00,9672,601,9
cal-25,Jahr,18/05/2022,168.5,168.50,172.00,254040,5177,26
M12-22,Monat,18/05/2022,272.7,-,-,-,294,-
M5-22,Monat,18/05/2022,186.18,-,-,-,229803,-
Q3-23,Quartal,18/05/2022,194.57,194.00,195.50,41952,5281,12
Q4-23,Quartal,18/05/2022,247.43,243.00,252.00,44180,5291,11
M2-23,Monat,18/05/2022,296.65,-,-,-,-,-
M7-22,Monat,18/05/2022,214.54,213.00,217.85,49848,1841,49
Q4-24,Quartal,18/05/2022,197.0,197.00,197.00,11045,86,1
M6-22,Monat,18/05/2022,198.5,196.00,205.00,243360,229607,217
Q3-22,Quartal,18/05/2022,226.59,224.00,232.00,426144,198378,138
Q1-24,Quartal,18/05/2022,238.64,245.00,245.00,21830,532,2
M6-22,Monat,19/04/2022,214.5,211,215.5,122400,212678,95
Q3-23,Quartal,19/04/2022,169.61,168,169,6624,4752,3
cal-24,Jahr,19/04/2022,153.5,151.5,153.5,96624,16194,9
cal-23,Jahr,19/04/2022,195.13,194.75,197.5,727080,67822,70
M9-22,Monat,19/04/2022,245.11,254.75,260,28800,438,9
M8-22,Monat,19/04/2022,218.97,216,220,23808,222,7
M10-22,Monat,19/04/2022,237.89,-,-,-,295,-
M7-22,Monat,19/04/2022,219.96,220.4,222,15624,616,13
M1-23,Monat,19/04/2022,255.87,-,-,-,-,-
Q4-22,Quartal,19/04/2022,242.65,241.25,244.5,333559,179970,100
Q4-24,Quartal,19/04/2022,157.89,-,-,-,35,-
Q2-24,Quartal,19/04/2022,134.31,-,-,-,300,-
Q1-23,Quartal,19/04/2022,238.1,236.5,241,41021,11796,11
Q4-23,Quartal,19/04/2022,196.93,-,-,4418,3932,2
M4-22,Monat,19/04/2022,164.98,-,-,-,236941,-
Q3-24,Quartal,19/04/2022,131.27,-,-,-,382,-
M5-22,Monat,19/04/2022,205.02,196,206,366048,219818,315
cal-25,Jahr,19/04/2022,131.08,-,-,-,4486,-
M12-22,Monat,19/04/2022,238.92,-,-,-,294,-
Q2-23,Quartal,19/04/2022,176.64,-,-,2184,5104,1
Q3-22,Quartal,19/04/2022,227.83,221.5,228.5,571872,189585,161
Q1-24,Quartal,19/04/2022,190.73,-,-,-,447,-
M11-22,Monat,19/04/2022,251.42,-,-,-,14,-
cal-23,Jahr,20/04/2022,202.67,196.5,203.75,963600,68009,87
M8-22,Monat,20/04/2022,224.49,221,221,744,230,1
Q3-24,Quartal,20/04/2022,139.57,145,145,2208,382,1
Q4-23,Quartal,20/04/2022,205.96,199.5,207,46389,3965,9
cal-25,Jahr,20/04/2022,135.92,135.55,136,52560,4539,5
Q1-24,Quartal,20/04/2022,209.12,205,205,2183,455,1
Q2-23,Quartal,20/04/2022,184.04,179,184,43680,5122,15
Q4-22,Quartal,20/04/2022,251.3,242.65,253,324723,180178,106
M9-22,Monat,20/04/2022,255.44,251,256,5760,454,4
Q3-22,Quartal,20/04/2022,235.42,226,238,463680,189840,136
Q1-23,Quartal,20/04/2022,245.0,242,246,153289,11869,39
M1-23,Monat,20/04/2022,263.11,-,-,-,-,-
M11-22,Monat,20/04/2022,259.99,-,-,-,14,-
M6-22,Monat,20/04/2022,217.5,212.25,219,200880,213112,157
Q4-24,Quartal,20/04/2022,169.55,162,162,2209,36,1
Q3-23,Quartal,20/04/2022,176.41,172.25,178,55200,4780,16
cal-24,Jahr,20/04/2022,164.65,157.5,165,316224,16265,35
M5-22,Monat,20/04/2022,207.13,201,209.9,403248,221273,295
Q2-24,Quartal,20/04/2022,140.6,140,140,2184,300,1
M4-22,Monat,20/04/2022,163.62,-,-,-,236941,-
M10-22,Monat,20/04/2022,247.17,-,-,-,295,-
M12-22,Monat,20/04/2022,247.03,-,-,-,294,-
M7-22,Monat,20/04/2022,226.98,221.25,225,22320,664,11
M6-22,Monat,20/05/2022,191.42,186.80,193.00,241920,229958,187
cal-24,Jahr,20/05/2022,186.25,186.00,187.00,184464,18111,10
M5-22,Monat,20/05/2022,181.66,-,-,-,228545,-
M9-22,Monat,20/05/2022,234.17,233.50,235.80,20160,1360,13
M7-22,Monat,20/05/2022,205.94,203.60,208.50,53568,2017,46
Q4-23,Quartal,20/05/2022,245.88,-,-,-,5406,-
Q2-24,Quartal,20/05/2022,157.39,157.00,157.00,10920,342,1
M1-23,Monat,20/05/2022,302.85,-,-,-,-,-
Q3-22,Quartal,20/05/2022,217.5,214.00,219.00,291456,197757,89
Q4-22,Quartal,20/05/2022,259.63,255.00,261.00,229736,184718,68
Q1-23,Quartal,20/05/2022,282.7,279.00,283.00,58293,14051,17
Q2-23,Quartal,20/05/2022,192.91,192.50,194.50,15288,5741,4
cal-23,Jahr,20/05/2022,228.33,223.50,229.00,700800,73646,70
Q1-24,Quartal,20/05/2022,236.56,240.00,240.00,10915,537,5
cal-25,Jahr,20/05/2022,166.5,166.15,167.50,245280,5238,17
M12-22,Monat,20/05/2022,269.34,-,-,-,294,-
Q3-23,Quartal,20/05/2022,192.64,192.50,192.50,2208,5360,1
M2-23,Monat,20/05/2022,297.18,-,-,-,-,-
M11-22,Monat,20/05/2022,275.19,-,-,-,69,-
Q4-24,Quartal,20/05/2022,196.77,197.00,200.00,22090,101,3
M8-22,Monat,20/05/2022,212.92,209.00,215.75,26040,674,21
M10-22,Monat,20/05/2022,234.89,232.00,235.00,7450,576,6
Q3-24,Quartal,20/05/2022,154.53,-,-,-,459,-
cal-23,Jahr,21/03/2022,158.5,,,,,
Q4-22,Quartal,21/03/2022,226.31,,,,,
Q2-22,Quartal,21/03/2022,219.95,,,,,
Q3-22,Quartal,21/03/2022,224.75,,,,,
M10-22,Monat,21/04/2022,245.9,-,-,-,295,-
M8-22,Monat,21/04/2022,222.76,221,221,6696,259,9
M5-22,Monat,21/04/2022,209.5,203,217.5,338520,222405,268
cal-23,Jahr,21/04/2022,205.79,202,207,954840,68224,85
M9-22,Monat,21/04/2022,255.4,258,258,14400,474,7
cal-24,Jahr,21/04/2022,170.21,166,171.5,281088,16432,29
M4-22,Monat,21/04/2022,167.25,-,-,-,236941,-
Q4-24,Quartal,21/04/2022,173.8,-,-,-,36,-
Q3-23,Quartal,21/04/2022,181.59,182,183,17664,4793,4
Q3-24,Quartal,21/04/2022,146.16,-,-,-,392,-
cal-25,Jahr,21/04/2022,143.77,141,143.75,26280,4557,3
M1-23,Monat,21/04/2022,264.73,-,-,-,-,-
Q1-23,Quartal,21/04/2022,246.99,246,248,168402,11984,40
M6-22,Monat,21/04/2022,218.0,214,227,167040,213925,133
Q2-24,Quartal,21/04/2022,146.24,-,-,-,310,-
M11-22,Monat,21/04/2022,258.29,-,-,-,14,-
Q1-24,Quartal,21/04/2022,214.89,-,-,-,455,-
M12-22,Monat,21/04/2022,245.42,-,-,-,294,-
Q2-23,Quartal,21/04/2022,185.5,184.5,185.5,37128,5141,13
Q3-22,Quartal,21/04/2022,234.9,229,238.7,446016,190294,121
Q4-22,Quartal,21/04/2022,249.78,247,253,320305,180653,81
M7-22,Monat,21/04/2022,227.21,224.5,231,29016,716,25
Q4-23,Quartal,21/04/2022,209.78,208.5,210,79524,4142,18
M2-23,Monat,21/06/2022,314.05,-,-,-,2,-
M6-22,Monat,21/06/2022,215.57,-,-,-,233975,-
M3-23,Monat,21/06/2022,254.0,-,-,-,-,-
M1-23,Monat,21/06/2022,314.05,-,-,-,-,-
Q2-24,Quartal,21/06/2022,125.96,126.75,127.50,32760,512,9
cal-23,Jahr,21/06/2022,237.58,234.00,239.00,1033680,78988,98
M12-22,Monat,21/06/2022,322.27,-,-,-,359,-
M11-22,Monat,21/06/2022,325.85,-,-,-,100,-
M10-22,Monat,21/06/2022,275.01,275.00,281.00,8940,786,8
M9-22,Monat,21/06/2022,282.39,278.40,285.00,33120,4135,32
M7-22,Monat,21/06/2022,264.39,259.00,269.00,359352,13981,297
Q4-24,Quartal,21/06/2022,168.3,-,-,-,172,-
M8-22,Monat,21/06/2022,269.53,264.50,275.00,148056,3622,125
Q1-24,Quartal,21/06/2022,242.28,-,-,-,644,-
Q3-23,Quartal,21/06/2022,199.91,196.00,199.00,61824,6097,19
Q2-23,Quartal,21/06/2022,198.13,193.00,197.00,96096,6437,21
Q1-23,Quartal,21/06/2022,293.38,290.50,297.50,183515,16408,59
Q4-22,Quartal,21/06/2022,307.5,305.00,312.00,247408,189193,79
Q3-22,Quartal,21/06/2022,271.99,266.00,278.00,465888,204950,157
cal-25,Jahr,21/06/2022,138.04,137.50,138.50,96360,5743,11
cal-24,Jahr,21/06/2022,165.23,164.50,167.00,298656,19685,20
Q4-23,Quartal,21/06/2022,259.7,256.00,260.00,101614,6151,16
Q3-24,Quartal,21/06/2022,124.83,126.75,127.50,44160,603,12
cal-23,Jahr,22/03/2022,172.94,,,,,
M12-22,Monat,22/04/2022,242.59,-,-,-,294,-
M5-22,Monat,22/04/2022,205.14,204,220,473928,223663,315
Q3-22,Quartal,22/04/2022,231.83,228.5,236.75,234048,190646,70
M10-22,Monat,22/04/2022,243.37,-,-,-,295,-
Q2-24,Quartal,22/04/2022,150.0,152,153,10920,315,3
M8-22,Monat,22/04/2022,219.71,-,-,-,261,-
Q1-23,Quartal,22/04/2022,245.41,245.43,250,32385,12031,13
cal-24,Jahr,22/04/2022,172.7,172,175,289872,16512,26
M7-22,Monat,22/04/2022,223.81,223,224.75,20088,735,8
Q2-23,Quartal,22/04/2022,185.5,187.25,188.5,48048,5176,18
M11-22,Monat,22/04/2022,255.32,-,-,-,14,-
Q4-22,Quartal,22/04/2022,247.0,246.25,253,254035,180999,58
Q4-24,Quartal,22/04/2022,175.51,172.5,176,59643,73,7
cal-25,Jahr,22/04/2022,146.29,146,147.25,70080,4575,8
M4-22,Monat,22/04/2022,166.35,-,-,-,236941,-
Q4-23,Quartal,22/04/2022,210.55,211,212,28717,4160,9
Q3-24,Quartal,22/04/2022,150.0,150,150,2208,393,1
M9-22,Monat,22/04/2022,252.63,253.5,260,15120,502,8
M1-23,Monat,22/04/2022,261.5,-,-,-,-,-
Q1-24,Quartal,22/04/2022,215.53,214.9,215,17464,463,3
Q3-23,Quartal,22/04/2022,181.21,183.5,185,46368,4813,17
M6-22,Monat,22/04/2022,215.58,213.5,226,103680,214172,81
cal-23,Jahr,22/04/2022,205.5,205.01,209,543120,68395,50
cal-23,Jahr,23/02/2022,156.43,,,,,
Q3-22,Quartal,23/05/2022,208.7,206.00,213.00,415104,198052,133
Q4-23,Quartal,23/05/2022,237.08,233.00,239.00,22090,5440,6
M10-22,Monat,23/05/2022,226.32,-,-,-,579,-
M1-23,Monat,23/05/2022,295.33,-,-,-,-,-
Q3-24,Quartal,23/05/2022,146.5,146.00,148.00,33120,469,7
cal-24,Jahr,23/05/2022,178.61,178.10,184.90,447984,18166,37
M7-22,Monat,23/05/2022,196.58,193.75,201.50,42408,2155,45
Q2-24,Quartal,23/05/2022,151.0,151.00,154.00,32760,357,6
M12-22,Monat,23/05/2022,263.12,-,-,-,294,-
M9-22,Monat,23/05/2022,226.06,225.50,228.00,10800,1371,7
Q1-23,Quartal,23/05/2022,275.95,274.00,276.75,185674,14134,47
M6-22,Monat,23/05/2022,184.3,181.50,187.50,244800,230601,160
cal-23,Jahr,23/05/2022,221.64,219.75,223.49,832200,73825,91
Q4-22,Quartal,23/05/2022,252.0,250.00,256.00,258453,184916,70
Q4-24,Quartal,23/05/2022,190.0,190.00,190.00,6627,104,2
cal-25,Jahr,23/05/2022,161.42,160.00,164.25,131400,5255,10
Q2-23,Quartal,23/05/2022,187.1,186.00,186.00,30576,5750,6
Q1-24,Quartal,23/05/2022,227.2,230.00,235.00,32745,545,6
M5-22,Monat,23/05/2022,176.6,-,-,-,228545,-
M11-22,Monat,23/05/2022,267.09,-,-,-,69,-
M2-23,Monat,23/05/2022,289.8,-,-,-,-,-
M8-22,Monat,23/05/2022,204.02,202.00,205.00,23808,722,10
Q3-23,Quartal,23/05/2022,187.24,186.00,186.00,4416,5377,2
cal-23,Jahr,24/02/2022,181.66,,,,,
Q2-22,Quartal,24/02/2022,289.39,,,,,
Q4-22,Quartal,24/02/2022,287.4,,,,,
Q3-22,Quartal,24/02/2022,285.71,,,,,
cal-23,Jahr,24/03/2022,174.94,,,,,
Q4-22,Quartal,24/03/2022,263.0,,,,,
Q3-22,Quartal,24/03/2022,260.0,,,,,
Q2-22,Quartal,24/03/2022,250.65,,,,,
Q2-23,Quartal,24/05/2022,188.25,187.00,190.00,52416,5796,16
M7-22,Monat,24/05/2022,195.23,195.00,200.00,93000,2489,57
M10-22,Monat,24/05/2022,226.97,230.00,231.00,8195,600,3
Q3-22,Quartal,24/05/2022,208.0,207.80,213.80,247296,198206,71
cal-25,Jahr,24/05/2022,160.54,160.00,162.00,105120,5287,7
M9-22,Monat,24/05/2022,226.18,224.50,231.00,43200,1572,19
Q1-24,Quartal,24/05/2022,230.73,231.25,231.25,4366,545,1
Q4-23,Quartal,24/05/2022,240.84,240.00,241.50,11045,5479,5
Q2-24,Quartal,24/05/2022,152.55,152.75,152.75,2184,357,1
M12-22,Monat,24/05/2022,268.56,-,-,-,294,-
Q4-24,Quartal,24/05/2022,191.73,-,-,-,104,-
M1-23,Monat,24/05/2022,297.01,-,-,-,-,-
M11-22,Monat,24/05/2022,270.0,-,-,-,69,-
Q3-24,Quartal,24/05/2022,148.46,-,-,-,469,-
M8-22,Monat,24/05/2022,203.18,203.00,207.00,4464,726,5
Q3-23,Quartal,24/05/2022,190.05,190.00,190.00,4416,5396,2
Q4-22,Quartal,24/05/2022,255.0,253.00,257.50,178929,185227,61
M6-22,Monat,24/05/2022,184.65,184.50,189.00,298800,231425,225
cal-24,Jahr,24/05/2022,180.8,180.00,181.50,289872,18268,24
Q1-23,Quartal,24/05/2022,277.8,276.00,279.50,187833,14238,53
cal-23,Jahr,24/05/2022,224.04,221.50,225.10,1095000,74055,104
M2-23,Monat,24/05/2022,292.43,-,-,-,-,-
M5-22,Monat,24/05/2022,176.24,-,-,-,228545,-
Q4-22,Quartal,25/02/2022,212.0,,,,,
Q3-22,Quartal,25/02/2022,206.5,,,,,
cal-23,Jahr,25/02/2022,145.86,,,,,
Q2-22,Quartal,25/02/2022,206.0,,,,,
Q4-22,Quartal,25/04/2022,247.75,242.5,249.65,181138,181042,51
M5-22,Monat,25/04/2022,202.46,197.5,214,386136,225047,283
Q4-23,Quartal,25/04/2022,210.51,-,-,11045,4223,5
M7-22,Monat,25/04/2022,222.75,224,225,17856,759,14
Q1-23,Quartal,25/04/2022,244.92,239.5,247,41021,12100,17
Q2-24,Quartal,25/04/2022,149.46,-,-,-,315,-
cal-23,Jahr,25/04/2022,206.17,203.7,207.5,972360,68528,93
M10-22,Monat,25/04/2022,244.39,-,-,-,295,-
cal-24,Jahr,25/04/2022,172.6,171.5,173.5,219600,16565,25
cal-25,Jahr,25/04/2022,147.75,147.5,148,70080,4594,4
Q2-23,Quartal,25/04/2022,187.48,-,-,-,5188,-
M8-22,Monat,25/04/2022,219.84,-,-,-,261,-
Q4-24,Quartal,25/04/2022,176.81,-,-,-,73,-
Q3-23,Quartal,25/04/2022,182.41,-,-,11040,4818,1
M4-22,Monat,25/04/2022,165.46,-,-,-,236941,-
M1-23,Monat,25/04/2022,263.11,-,-,-,-,-
M11-22,Monat,25/04/2022,255.96,-,-,-,14,-
M6-22,Monat,25/04/2022,212.31,205.75,218,105120,214456,67
M12-22,Monat,25/04/2022,243.17,-,-,-,294,-
M9-22,Monat,25/04/2022,252.4,-,-,-,502,-
Q1-24,Quartal,25/04/2022,215.8,-,-,-,463,-
Q3-22,Quartal,25/04/2022,231.44,223.01,235,223008,190749,48
Q3-24,Quartal,25/04/2022,148.56,-,-,-,393,-
Q4-22,Quartal,26/04/2022,236.58,233,254,337977,181256,89
M11-22,Monat,26/04/2022,244.49,-,-,-,14,-
cal-25,Jahr,26/04/2022,144.56,144,146,61320,4644,7
Q4-24,Quartal,26/04/2022,168.72,-,-,-,73,-
M1-23,Monat,26/04/2022,251.03,-,-,-,-,-
Q3-22,Quartal,26/04/2022,215.5,214,232,540960,191192,132
cal-23,Jahr,26/04/2022,197.0,195,207.5,1261440,68846,118
M7-22,Monat,26/04/2022,210.25,210,226,18600,854,14
M5-22,Monat,26/04/2022,192.55,188.49,214.5,415152,226318,359
cal-24,Jahr,26/04/2022,165.5,165.5,172,351360,16694,38
Q2-23,Quartal,26/04/2022,176.75,174.5,185,45864,5205,9
M6-22,Monat,26/04/2022,202.18,197.5,221,259920,215143,248
Q1-23,Quartal,26/04/2022,234.0,230,238,189992,12223,45
M12-22,Monat,26/04/2022,232.29,-,-,-,294,-
M4-22,Monat,26/04/2022,164.92,-,-,-,236941,-
Q1-24,Quartal,26/04/2022,204.79,203,203,4366,464,1
Q3-23,Quartal,26/04/2022,173.5,171.75,181,39744,4840,8
Q4-23,Quartal,26/04/2022,204.35,203,203,11045,4259,3
M8-22,Monat,26/04/2022,198.98,201,210,5952,293,7
M10-22,Monat,26/04/2022,233.21,-,-,-,295,-
M9-22,Monat,26/04/2022,238.0,236,250,20160,540,9
Q2-24,Quartal,26/04/2022,144.67,-,-,-,327,-
Q3-24,Quartal,26/04/2022,144.03,-,-,-,425,-
M11-22,Monat,26/05/2022,274.7,-,-,-,69,-
M5-22,Monat,26/05/2022,176.79,-,-,-,228545,-
Q2-23,Quartal,26/05/2022,196.16,194.00,196.00,10920,5883,5
cal-24,Jahr,26/05/2022,183.05,182.10,183.10,35136,18374,4
Q3-22,Quartal,26/05/2022,209.0,207.00,211.25,147936,198932,36
M9-22,Monat,26/05/2022,226.04,226.00,228.00,7920,1776,8
Q3-24,Quartal,26/05/2022,150.66,-,-,-,469,-
Q1-24,Quartal,26/05/2022,230.52,-,-,-,555,-
Q4-23,Quartal,26/05/2022,249.07,-,-,-,5540,-
Q4-24,Quartal,26/05/2022,197.16,-,-,-,104,-
cal-23,Jahr,26/05/2022,231.3,229.00,233.00,210240,74785,22
M6-22,Monat,26/05/2022,184.88,183.69,187.50,118080,232496,87
Q3-23,Quartal,26/05/2022,197.71,-,-,-,5422,-
M1-23,Monat,26/05/2022,303.66,-,-,-,-,-
Q4-22,Quartal,26/05/2022,258.0,256.00,260.00,66270,185819,22
Q1-23,Quartal,26/05/2022,283.01,281.50,283.00,32385,14684,13
cal-25,Jahr,26/05/2022,161.0,-,-,-,5313,-
